QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20244,05835791,11,0,1,01,D,100,D,1,D,0.0932,D,373,F,10127,F,01,D,16000,F
20244,05836261,17,0,1,01,D,100,D,2,D,0.0932,D,,A,,A,01,D,0,D
20244,05838061,35,0,1,01,D,100,D,1,D,0.0932,D,1852,D,98,D,01,D,79500,D
20244,05838491,16,0,1,01,D,100,D,1,D,0.0932,D,918,D,-49,D,01,D,39390,D
20244,05838591,25,0,1,01,D,100,D,1,D,0.0932,D,3747,D,-1503,D,01,D,160815,D
20244,05839521,27,0,1,01,D,100,D,2,D,0.0932,D,,A,,A,01,D,359893,T
20244,05841481,18,0,1,01,D,100,D,1,D,0.0932,D,1398,D,-858,D,01,D,60000,D
20244,05842821,21,0,1,01,D,100,D,1,D,0.0932,D,234,D,666,D,01,D,10060,D
20244,05843281,18,0,1,01,D,100,D,1,D,0.0932,D,2214,F,786,F,01,D,95000,F
20244,05846731,27,0,1,01,D,100,D,1,D,0.0932,D,280,D,14720,D,01,D,12000,D
20244,05846881,20,0,1,01,D,100,D,1,D,0.0932,D,175,D,1325,D,01,D,7500,D
20244,05848151,33,0,1,01,D,100,D,1,D,0.0932,D,3495,D,75910,T,01,D,150000,D
20244,05848261,48,0,1,01,D,100,D,1,D,0.0932,D,3495,F,480,F,01,D,150000,F
20244,05848841,29,0,1,01,D,100,D,1,D,0.0932,D,0,D,0,D,01,D,0,D
20244,05849021,20,0,1,01,D,100,D,2,D,0.0932,D,,A,,A,01,D,0,D
20244,05849521,28,0,1,01,D,100,D,1,D,0.0932,D,652,D,173,D,01,D,28000,D
20244,05851021,15,0,1,01,D,100,D,1,D,0.0932,D,338,D,2662,D,01,D,14500,D
20244,05851521,30,0,1,01,D,100,D,1,D,0.0932,D,3518,D,-563,D,01,D,151000,D
20244,05851921,19,0,1,01,D,100,D,2,D,0.0932,D,,A,,A,01,D,0,D
20244,05852411,15,0,1,01,D,100,D,1,D,0.0932,D,2328,D,347,D,01,D,99905,D
20244,05852541,18,0,1,01,D,100,D,1,D,0.0932,D,1631,D,619,D,01,D,70000,D
20244,05852621,19,0,1,01,D,100,D,1,D,0.0932,D,117,D,243,D,01,D,5000,D
20244,05853151,31,0,1,01,D,100,D,1,D,0.0932,D,545,D,655,D,01,D,23376,D
20244,05854041,15,0,1,01,D,100,D,1,D,0.0932,D,2214,D,786,D,01,D,95000,D
20244,05854051,12,0,1,01,D,100,D,1,D,0.0932,D,1398,D,1002,D,01,D,60000,D
20244,05854581,23,0,1,01,D,100,D,2,D,0.0932,D,,A,,A,01,D,150000,D
20244,05854941,42,0,1,01,D,100,D,1,D,0.0932,D,645,D,109,D,01,D,27700,D
20244,05855301,23,0,1,01,D,100,D,1,D,0.0932,D,32,D,1324,D,01,D,1356,D
20244,05855461,26,0,1,01,D,100,D,1,D,0.0932,D,0,F,0,F,01,D,0,F
20244,05855761,17,0,1,01,D,100,D,1,D,0.0932,D,734,D,436,D,01,D,31500,D
20244,05856521,27,0,1,01,D,100,D,1,D,0.0932,D,2563,D,1337,D,01,D,110000,D
20244,05858651,35,0,1,01,D,100,D,1,D,0.0932,D,1710,D,-556,D,01,D,73381,D
20244,05858781,24,0,1,01,D,100,D,1,D,0.0932,D,1049,D,1951,D,01,D,45000,D
20244,05859181,20,0,1,01,D,100,D,2,D,0.0932,D,,A,,A,01,D,150000,D
20244,05860621,30,0,1,01,D,100,D,1,D,0.0932,D,389,D,-239,D,01,D,16698,D
20244,05861101,12,0,1,01,D,100,D,1,D,0.0932,D,93,D,231,D,01,D,4000,D
20244,05861801,77,0,1,01,D,100,D,1,D,0.0932,D,1608,D,492,D,01,D,69000,D
20244,05862101,21,0,1,01,D,100,D,1,D,0.0932,D,431,D,769,D,01,D,18500,D
20244,05862561,26,0,1,01,D,100,D,1,D,0.0932,D,932,D,568,D,01,D,40000,D
20244,05863771,28,0,1,01,D,100,D,1,D,0.0932,D,606,D,94,D,01,D,26000,D
20244,05864871,25,0,1,01,D,100,D,1,D,0.0932,D,816,D,699,D,01,D,35000,D
20244,05865371,19,0,1,01,D,100,D,1,D,0.0932,D,1002,D,-36,D,01,D,43000,D
20251,05654674,35,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05654774,22,0,5,01,D,100,D,1,D,0.0900,D,450,D,1050,D,01,D,20000,D
20251,05656374,19,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05656634,20,0,5,01,D,100,D,1,D,0.0900,D,450,D,450,D,01,D,20000,D
20251,05656964,26,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,359893,T
20251,05657584,29,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,359893,T
20251,05657814,30,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05658644,24,0,5,01,D,100,D,1,D,0.0900,D,1013,F,-697,F,01,D,45000,F
20251,05659954,25,0,5,01,D,100,D,1,D,0.0900,D,1493,D,1027,D,01,D,66350,D
20251,05660354,15,0,5,01,D,100,D,1,D,0.0900,D,419,D,481,D,01,D,18639,D
20251,05661024,30,0,5,01,D,100,D,1,D,0.0900,D,918,D,223,D,01,D,40800,D
20251,05661834,42,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05665234,34,0,5,01,D,100,D,1,D,0.0900,D,101,D,699,D,01,D,4500,D
20251,05665244,21,0,5,01,D,100,D,1,D,0.0900,D,563,D,2437,D,01,D,25000,D
20251,05666324,17,0,5,01,D,100,D,1,D,0.0900,D,608,D,262,D,01,D,27000,D
20251,05668254,30,0,5,01,D,100,D,1,D,0.0900,D,3150,D,450,D,01,D,140000,D
20251,05668484,38,0,5,01,D,100,D,1,D,0.0900,D,326,D,5298,D,01,D,14511,D
20251,05668684,27,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05668854,22,0,5,01,D,100,D,1,D,0.0900,D,1013,D,787,D,01,D,45000,D
20251,05668894,43,0,5,01,D,100,D,1,D,0.0900,D,29,D,196,D,01,D,1292,D
20251,05669784,26,0,5,01,D,100,D,1,D,0.0900,D,2646,F,1166,F,01,D,117591,F
20251,05669914,28,0,5,01,D,100,D,1,D,0.0900,D,203,D,172,D,01,D,9000,D
20251,05670924,28,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,30000,D
20251,05671564,24,0,5,01,D,100,D,1,D,0.0900,D,16,D,734,D,01,D,700,D
20251,05674424,20,0,5,01,D,100,D,1,D,0.0900,D,540,D,660,D,01,D,24000,D
20251,05674464,29,0,5,01,D,100,D,1,D,0.0900,D,3060,D,-1401,D,01,D,136000,D
20251,05675964,40,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,55243,D
20251,05675994,39,0,5,01,D,100,D,1,D,0.0900,D,425,D,1875,D,01,D,18877,D
20251,05676984,24,0,5,01,D,100,D,1,D,0.0900,D,450,D,1350,D,01,D,20000,D
20251,05679144,35,0,5,01,D,100,D,1,D,0.0900,D,1800,D,825,D,01,D,80000,D
20251,05680694,22,0,5,01,D,100,D,1,D,0.0900,D,1103,D,847,D,01,D,49000,D
20251,05681354,27,0,5,01,D,100,D,1,D,0.0900,D,1305,D,-105,D,01,D,58000,D
20251,05681714,45,0,5,01,D,100,D,1,D,0.0900,D,3690,D,-90,D,01,D,164000,D
20251,05683784,46,0,5,01,D,100,D,1,D,0.0900,D,63,D,1952,D,01,D,2794,D
20251,05686014,32,0,5,01,D,100,D,1,D,0.0900,D,1665,D,-165,D,01,D,74000,D
20251,05686514,68,0,5,01,D,100,D,1,D,0.0900,D,2768,D,232,D,01,D,123000,D
20251,05687524,27,0,5,01,D,200,D,1,D,0.0900,D,855,D,105,D,01,D,38000,D
20251,05687914,25,0,5,01,D,100,D,1,D,0.0900,D,198,F,4102,F,01,D,8790,F
20251,05795643,36,0,5,01,D,100,D,1,D,0.0900,D,270,D,3230,D,01,D,12000,D
20251,05796123,41,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05796123,42,0,5,01,D,100,D,1,D,0.0900,D,432,D,75910,T,02,D,19200,D
20251,05798193,24,0,5,01,D,100,D,1,D,0.0900,D,293,D,307,D,01,D,13000,D
20251,05798303,45,0,5,01,D,100,D,1,D,0.0900,D,701,D,42,D,01,D,31134,D
20251,05798763,35,0,5,01,D,100,D,1,D,0.0900,D,1688,D,202,D,01,D,75000,D
20251,05801513,30,0,5,02,D,200,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05801733,41,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05803863,34,0,5,01,D,100,D,1,D,0.0900,D,1395,D,-45,D,01,D,62000,D
20251,05804993,16,0,5,01,D,100,D,1,D,0.0900,D,23,D,977,D,01,D,1000,D
20251,05806593,31,0,1,01,D,100,D,1,D,0.0900,D,2250,F,450,F,01,D,100000,F
20251,05806843,27,0,5,01,D,100,D,1,D,0.0900,D,200,D,3100,D,01,D,8900,D
20251,05807703,29,0,5,01,D,100,D,1,D,0.0900,D,495,D,75910,T,01,D,22000,D
20251,05809383,31,0,5,01,D,100,D,1,D,0.0900,D,1755,D,1842,D,01,D,78000,D
20251,05809503,23,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05811623,21,0,5,01,D,100,D,,C,0.0900,D,65,F,835,F,01,D,2900,F
20251,05812873,13,0,5,01,D,100,D,1,D,0.0900,D,675,F,375,F,01,D,30000,F
20251,05813263,22,0,5,01,D,100,D,1,D,0.0900,D,0,D,0,D,01,D,0,D
20251,05814283,32,0,5,01,D,100,D,1,D,0.0900,D,450,D,150,D,01,D,20000,D
20251,05817753,40,0,5,01,D,100,D,2,D,0.0900,D,3600,F,3300,F,01,D,160000,F
20251,05818323,28,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05819213,33,0,1,01,D,100,D,1,D,0.0900,D,0,D,0,D,01,D,0,D
20251,05819943,18,0,5,01,D,100,D,1,D,0.0900,D,315,F,1685,F,01,D,14000,F
20251,05822593,21,0,5,01,D,100,D,1,D,0.0900,D,897,D,2103,D,01,D,39862,D
20251,05823433,23,0,5,01,D,100,D,1,D,0.0900,D,2678,D,4822,D,01,D,119000,D
20251,05823983,15,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,116,D
20251,05824613,32,0,5,01,D,100,D,1,D,0.0900,D,2646,D,1166,D,01,D,117591,D
20251,05826203,25,0,5,01,D,100,D,1,D,0.0900,D,855,D,45,D,01,D,38000,D
20251,05826963,36,0,5,01,D,100,D,1,D,0.0900,D,1575,D,-165,D,01,D,70000,D
20251,05827833,31,0,5,01,D,100,D,1,D,0.0900,D,68,D,1432,D,01,D,3042,D
20251,05829183,22,0,5,01,D,100,D,1,D,0.0900,D,2610,D,2790,D,01,D,116000,D
20251,05829633,26,0,5,01,D,100,D,1,D,0.0900,D,648,D,2652,D,01,D,28800,D
20251,05830992,35,0,5,01,D,100,D,1,D,0.0900,D,1305,D,495,D,01,D,58000,D
20251,05831402,31,0,5,01,D,100,D,1,D,0.0900,D,188,D,352,D,01,D,8356,D
20251,05832532,25,0,5,01,D,100,D,1,D,0.0900,D,540,D,210,D,01,D,24000,D
20251,05833972,24,0,5,01,D,100,D,2,D,0.0900,D,450,F,1350,F,01,D,20000,F
20251,05835182,39,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05836712,21,0,1,01,D,100,D,1,D,0.0900,D,14,D,625,D,01,D,639,D
20251,05838062,52,0,5,01,D,100,D,1,D,0.0900,D,1784,D,166,D,01,D,79294,D
20251,05838492,22,0,5,01,D,100,D,1,D,0.0900,D,891,D,-63,D,01,D,39590,D
20251,05838592,27,0,5,01,D,100,D,1,D,0.0900,D,3600,D,-2100,D,01,D,160000,D
20251,05839522,28,0,5,01,D,100,D,1,D,0.0900,D,585,D,7392,D,01,D,26000,D
20251,05841432,22,0,1,01,D,100,D,1,D,0.0900,D,0,F,0,F,01,D,0,F
20251,05841482,19,0,5,01,D,100,D,2,D,0.0900,D,701,F,42,F,01,D,31134,F
20251,05843282,28,0,5,01,D,100,D,1,D,0.0900,D,3150,D,-1053,D,01,D,140000,D
20251,05844532,25,0,1,02,D,200,D,1,D,0.0900,D,1125,D,-75,D,01,D,50000,D
20251,05846732,28,0,5,01,D,100,D,1,D,0.0900,D,180,D,180,D,01,D,8000,D
20251,05846882,32,0,5,01,D,100,D,1,D,0.0900,D,2072,D,-772,D,01,D,92100,D
20251,05847602,18,0,1,01,D,100,D,1,D,0.0900,D,2250,D,3150,D,01,D,100000,D
20251,05848262,42,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,24000,D
20251,05848842,28,0,5,01,D,100,D,1,D,0.0900,D,473,D,712,D,01,D,21000,D
20251,05849022,42,0,5,01,D,100,D,1,D,0.0900,D,0,D,0,D,01,D,0,D
20251,05851022,16,0,5,01,D,100,D,1,D,0.0900,D,315,D,1685,D,01,D,14000,D
20251,05851522,28,0,5,01,D,100,D,1,D,0.0900,D,1069,D,1100,D,01,D,47500,D
20251,05851922,25,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05852412,21,0,5,01,D,100,D,1,D,0.0900,D,2250,D,150,D,01,D,100000,D
20251,05852542,35,0,5,01,D,100,D,1,D,0.0900,D,3375,D,-1230,D,01,D,150000,D
20251,05852622,25,0,5,01,D,100,D,1,D,0.0900,D,90,D,270,D,01,D,4000,D
20251,05854582,27,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05854942,61,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,15600,D
20251,05855302,33,0,5,01,D,100,D,1,D,0.0900,D,3600,D,3300,D,01,D,160000,D
20251,05855762,23,0,5,01,D,100,D,1,D,0.0900,D,675,D,375,D,01,D,30000,D
20251,05856522,25,0,5,01,D,100,D,1,D,0.0900,D,2250,D,450,D,01,D,100000,D
20251,05857222,16,0,1,01,D,100,D,1,D,0.0900,D,2250,D,1650,D,01,D,100000,D
20251,05858652,41,0,5,01,D,100,D,1,D,0.0900,D,450,D,75910,T,01,D,20000,D
20251,05858782,32,0,5,01,D,100,D,1,D,0.0900,D,923,D,2077,D,01,D,41000,D
20251,05859182,24,0,5,01,D,100,D,1,D,0.0900,D,2087,D,613,D,01,D,92759,D
20251,05860122,17,0,1,01,D,100,D,1,D,0.0900,D,671,D,185,D,01,D,29800,D
20251,05860452,13,0,1,01,D,100,D,2,D,0.0900,D,3060,F,-1401,F,01,D,136000,F
20251,05860622,37,0,5,01,D,100,D,1,D,0.0900,D,375,D,75,D,01,D,16672,D
20251,05861102,25,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,2345,D
20251,05861802,30,0,5,01,D,100,D,1,D,0.0900,D,1530,D,570,D,01,D,68000,D
20251,05862102,26,0,5,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,187000,D
20251,05862562,43,0,5,01,D,100,D,1,D,0.0900,D,878,D,622,D,01,D,39000,D
20251,05862832,44,0,1,01,D,100,D,1,D,0.0900,D,1013,D,-697,D,01,D,45000,D
20251,05863772,24,0,5,01,D,100,D,1,D,0.0900,D,563,D,283,D,01,D,25000,D
20251,05896371,36,0,1,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05897031,41,0,1,01,D,100,D,1,D,0.0900,D,3994,D,766,D,01,D,177515,D
20251,05898291,13,0,1,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,160000,D
20251,05898811,17,0,1,01,D,100,D,1,D,0.0900,D,4275,D,-675,D,01,D,190000,D
20251,05899271,50,0,1,01,D,100,D,1,D,0.0900,D,696,D,1804,D,01,D,30948,D
20251,05899591,24,0,1,01,D,100,D,1,D,0.0900,D,1080,D,210,D,01,D,48000,D
20251,05900481,33,0,1,01,D,100,D,1,D,0.0900,D,5490,D,510,D,01,D,359893,T
20251,05900781,16,0,1,01,D,100,D,1,D,0.0900,D,198,D,4102,D,01,D,8790,D
20251,05901171,18,0,1,01,D,100,D,1,D,0.0900,D,1440,D,285,D,01,D,64000,D
20251,05901501,11,0,1,01,D,100,D,1,D,0.0900,D,1800,D,-700,D,01,D,80000,D
20251,05901911,28,0,1,01,D,100,D,1,D,0.0900,D,1403,D,-809,D,01,D,62342,D
20251,05902511,40,0,1,01,D,100,D,1,D,0.0900,D,968,D,532,D,01,D,43000,D
20251,05902601,28,0,1,01,D,100,D,1,D,0.0900,D,248,D,952,D,01,D,11000,D
20251,05902841,16,0,1,01,D,100,D,1,D,0.0900,D,630,D,2370,D,01,D,28000,D
20251,05902881,28,0,1,01,D,100,D,1,D,0.0900,D,3375,F,-1230,F,01,D,150000,F
20251,05903471,19,0,1,01,D,100,D,1,D,0.0900,D,4725,F,-2992,V,01,D,210000,F
20251,05904631,38,0,1,01,D,100,D,1,D,0.0900,D,180,D,804,D,01,D,8000,D
20251,05904911,17,0,1,01,D,100,D,1,D,0.0900,D,1800,F,-700,F,01,D,80000,F
20251,05905701,21,0,1,01,D,100,D,1,D,0.0900,D,65,D,835,D,01,D,2900,D
20251,05906071,24,0,1,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05906251,25,0,1,01,D,100,D,1,D,0.0900,D,506,D,6094,D,01,D,22500,D
20251,05906261,24,0,1,01,D,100,D,1,D,0.0900,D,1215,D,885,D,01,D,54000,D
20251,05907081,16,0,1,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,175000,D
20251,05907271,19,0,1,01,D,100,D,1,D,0.0900,D,675,D,4325,D,01,D,30000,D
20251,05955091,37,0,1,01,D,100,D,1,D,0.0900,D,833,D,107,D,01,D,37000,D
20251,05956641,15,0,1,01,D,100,D,1,D,0.0900,D,25,D,1075,D,01,D,1100,D
20251,05956861,14,0,1,01,D,100,D,1,D,0.0900,D,369,D,431,D,01,D,16400,D
20251,05957571,33,0,1,01,D,100,D,1,D,0.0900,D,3600,D,2100,D,01,D,160000,D
20251,05957651,19,0,1,01,D,100,D,1,D,0.0900,D,2138,D,862,D,01,D,95000,D
20251,05958861,18,0,1,01,D,100,D,1,D,0.0900,D,1350,D,1650,D,01,D,60000,D
20251,05961721,55,0,1,01,D,100,D,1,D,0.0900,D,856,D,356,D,01,D,38039,D
20251,05962361,22,0,1,01,D,100,D,1,D,0.0900,D,50,D,2150,D,01,D,2200,D
20251,05963251,10,0,1,01,D,100,D,1,D,0.0900,D,788,D,412,D,01,D,35000,D
20251,05967571,22,0,1,01,D,100,D,1,D,0.0900,D,675,D,2325,D,01,D,30000,D
20251,05970051,25,0,1,01,D,100,D,1,D,0.0900,D,4500,D,1500,D,01,D,200000,D
20251,05970221,13,0,1,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,0,D
20251,05971101,24,0,1,01,D,100,D,1,D,0.0900,D,2048,D,88,D,01,D,91000,D
20251,05972781,18,0,1,01,D,100,D,1,D,0.0900,D,0,D,0,D,01,D,0,D
20251,05976191,15,0,1,01,D,100,D,1,D,0.0900,D,4725,D,-2992,T,01,D,210000,D
20251,05977121,21,0,1,01,D,100,D,1,D,0.0900,D,653,D,847,D,01,D,29000,D
20251,05977791,18,0,1,01,D,100,D,2,D,0.0900,D,200,F,3100,F,01,D,8900,F
20251,05980731,31,0,1,01,D,100,D,1,D,0.0900,D,1013,D,454,D,01,D,45000,D
20251,05981261,21,0,1,01,D,100,D,2,D,0.0900,D,,A,,A,01,D,359893,T
